P_NAME;P_PERIOD;S_TEMPERATURE;P_DISTANCE;P_PERIASTRON;P_APASTRON;P_DISTANCE_EFF;P_FLUX;P_TEMP_EQUIL;P_TYPE;S_RADIUS_EST;S_TYPE_TEMP;S_LUMINOSITY;P_HABZONE_OPT;P_HABZONE_CON;P_TYPE_TEMP;P_HABITABLE;P_RADIUS_EST;P_MASS_EST;P_SEMI_MAJOR_AXIS_EST
Kepler-355 b;11031890;61840000;10200000;10200000;10200000;10200000;14418955;88283259;Terran;10700000;F;15001481;0;0;Hot;0;14573000;27211983;10200000
HD 126614 b;12440000;55680000;25691985;13983000;33417000;24227870;29288772;18115305;Jovian;13200000;G;15004911;0;0;Cold;0;14229711;13030948;23700000
Kepler-490 b;32686952;60450000;44214741;44214741;44214741;44214742;76767209;13410311;Jovian;11200000;F;15007554;0;0;Hot;0;11647190;92749298;44214741
Kepler-871 b;22045902;59930000;15928289;15928289;15928289;15928290;59202110;70669042;Neptunian;11400000;G;15020191;0;0;Hot;0;37441400;13505821;15928289
Kepler-546 b;41470203;59670000;52292730;52292730;52292730;52292731;54932055;12333927;Jovian;11500000;G;15021333;0;0;Hot;0;69950400;39027138;52292730
Kepler-874 b;40068673;60200000;23578801;23578801;23578801;23578801;27026393;58088736;Neptunian;11300000;F;15025589;0;0;Hot;0;39459200;14764686;23578801
Kepler-811 b;23584477;57470000;16144857;16144857;16144857;16144857;57653865;70202409;Neptunian;12400000;G;15027848;0;0;Hot;0;27016100;77605729;16144857
WASP-107 b;57214900;44300000;55000000;55000000;55000000;55000001;49689662;67641218;Jovian;66000000;K;15031123;0;0;Hot;0;10537400;38139360;55000000
Kepler-1085 b;21932175;60000000;73678094;73678094;73678094;73678096;27798834;32896641;Jovian;11400000;F;15090490;0;0;Hot;0;72192400;41174530;73678094
WASP-58 b;50171800;58000000;58467963;58467963;58467963;58467964;44145288;11677934;Jovian;12200000;G;15091079;0;0;Hot;0;16030300;30829316;58467963
HD 109271 b;78543000;57830000;81468750;59250000;98750000;79630238;24994859;10008720;Neptunian;12277065;G;15103949;0;0;Hot;0;43116779;17162712;79000000
HD 109271 c;30930000;57830000;19820500;16660000;22540000;19655538;39766740;63705228;Neptunian;12277065;G;15103949;0;0;Hot;0;52730951;24154928;19600000
HD 152581 b;68650000;50270000;16613280;15936000;17264000;16603322;54901216;38986121;Jovian;51400000;K;15116471;0;0;Hot;0;13392966;59402054;16600000
Kepler-376 b;49201990;59000000;57000000;57000000;57000000;57000001;46527637;11832395;Terran;11800000;G;15116829;0;0;Hot;0;10649500;12177294;57000000
Kepler-376 c;14172327;59000000;11500000;11500000;11500000;11500000;11430495;83303101;Superterran;11800000;G;15116829;0;0;Hot;0;17936000;38713410;11500000
Kepler-111 b;33418150;59520000;46000000;46000000;46000000;46000001;71505698;13174377;Superterran;11600000;G;15130606;0;0;Hot;0;15806100;31235690;46000000
Kepler-111 c;22478461;59520000;76100000;76100000;76100000;76100002;26126847;32390426;Jovian;11600000;G;15130606;0;0;Hot;0;72977100;41937252;76100000
Qatar-9 b;15407310;43090000;23400000;23400000;23400000;23400001;27641333;10388065;Jovian;70000000;K;15135288;0;0;Hot;0;11310890;37821532;23400000
Kepler-1432 b;23910901;60310000;16712793;16712793;16712793;16712793;54188208;69122766;Superterran;11300000;F;15135712;0;0;Hot;0;22195800;55588379;16712793
Kepler-1378 b;11953989;44070000;90827526;90827526;90827526;90827528;18389736;52758056;Superterran;67000000;K;15170869;0;0;Hot;0;21971600;54638433;90827526
Kepler-1080 b;77254840;59560000;36637368;36637368;36637368;36637369;11302509;46713093;Neptunian;11600000;G;15171320;0;0;Hot;0;32845300;10813157;36637368
Kepler-1113 b;42300495;59310000;24668678;24668678;24668678;24668679;24939073;56933120;Neptunian;11700000;G;15176515;0;0;Hot;0;28137100;83151703;24668678
WASP-28 b;34088300;61500000;44690000;44690000;44690000;44690001;76246760;13387524;Jovian;10900000;F;15227973;0;0;Hot;0;13597730;28827000;44690000
Kepler-996 b;37705906;60140000;48781817;48781817;48781817;48781818;64008272;12814567;Superterran;11400000;F;15231829;0;0;Hot;0;19841700;45953145;48781817
Kepler-91 b;62465800;45500000;73100000;73100000;73100000;73100002;28522040;18618301;Jovian;63000000;K;15241066;0;0;Hot;0;15324070;25744068;73100000
Kepler-685 b;16255222;59630000;28007809;28007809;28007809;28007810;19431467;16914973;Jovian;11600000;G;15242769;0;0;Hot;0;10582240;78814926;28007809
HD 99706 c;12780000;48620000;28348377;15396775;36884294;26725783;24489310;30798981;Jovian;55200000;K;15255506;0;0;Hot;0;12752715;18084413;26140534
HD 99706 b;84100000;48620000;20418750;14850000;24750000;19957958;40189315;35640477;Jovian;55200000;K;15255506;0;0;Hot;0;13641803;39092844;19800000
Kepler-766 b;61002780;59920000;67433164;67433164;67433164;67433166;33591119;10906892;Neptunian;11500000;G;15274660;0;0;Hot;0;33854200;11383095;67433164
HD 110014 b;83547700;44450000;23683851;11513200;31286800;22015531;37616286;60366695;Jovian;20900000;K;15278062;0;0;Hot;0;12383705;35247126;21400000
Kepler-188 c;59965530;60210000;66000000;66000000;66000000;66000002;35130553;11029762;Neptunian;11400000;F;15302869;0;0;Hot;0;31948500;10316689;66000000
Kepler-188 b;20618970;60210000;32000000;32000000;32000000;32000001;14944208;15840290;Superterran;11400000;F;15302869;0;0;Hot;0;16815000;34695604;32000000
HD 114762 b;83915100;58690000;38080800;23760000;48240000;36541082;12559669;46879299;Jovian;12000000;F;15307617;0;0;Hot;0;12403738;33975814;36000000
Kepler-1269 b;37333154;59980000;22561618;22561618;22561618;22561619;30127956;59688041;Superterran;11500000;G;15335932;0;0;Hot;0;16254500;32754986;22561618
HD 109749 b;52398910;58240000;61500000;61500000;61500000;61500002;40564258;11433542;Jovian;12200000;G;15342417;0;0;Hot;0;11126015;85813561;61500000
Kepler-590 b;58529626;60000000;65598053;65598053;65598053;65598054;35686786;11073165;Neptunian;11500000;F;15356397;0;0;Hot;0;40243900;15266637;65598053
OGLE-TR-10 b;31012780;59500000;43400000;43400000;43400000;43400001;81611014;13617021;Jovian;11700000;G;15371924;0;0;Hot;0;14012500;19705336;43400000
Kepler-918 b;48538693;60280000;58077681;58077681;58077681;58077682;45579839;11771671;Superterran;11400000;F;15374157;0;0;Hot;0;17375500;36681895;58077681
Kepler-1460 b;29963325;44220000;16759803;16759803;16759803;16759804;54748897;38970749;Superterran;67000000;K;15378473;0;0;Hot;0;19617500;45075054;16759803
HD 1690 b;53300000;43740000;16385280;48960000;22304000;14413677;10826041;74737350;Jovian;21660000;K;15385821;0;0;Hot;0;12511002;27937081;13600000
K2-259 b;15480430;60590000;12710000;12710000;12710000;12710000;95446112;79631422;Superterran;11300000;F;15418756;0;0;Hot;0;23204700;59945993;12710000
Kepler-311 c;19738286;59050000;14500000;14500000;14500000;14500000;73371293;74563529;Terran;11900000;G;15426314;0;0;Hot;0;14348800;26505029;14500000
Kepler-311 b;91760920;59050000;87000000;87000000;87000000;87000002;20380915;96261102;Superterran;11900000;G;15426314;0;0;Hot;0;17039200;35484667;87000000
Kepler-1485 b;19915772;60870000;14884994;14884994;14884994;14884994;69637083;73596143;Terran;11200000;F;15429004;0;0;Hot;0;14685100;27568324;14884994
HD 85512 b;58430000;43000000;26157300;23140000;28860000;26039483;22981373;31296699;Terran;71000000;K;15441133;0;0;Hot;0;15968584;31782800;26000000
Kepler-602 b;15284695;60620000;12363896;12363896;12363896;12363896;10106449;80778272;Superterran;11300000;F;15449316;0;0;Hot;0;20850600;49990230;12363896
Kepler-1407 b;20071150;60100000;14917246;14917246;14917246;14917246;69471222;73552281;Superterran;11500000;F;15459029;0;0;Hot;0;22532100;57025890;14917246
K2-33 b;54248650;35400000;49792605;49792605;49792605;49792607;62567758;71652700;Jovian;10500000;M;15512446;0;0;Hot;0;50445000;11759636;49792605
Kepler-68 b;53988000;57930000;61780151;61780151;61780151;61780153;40648844;11439498;Superterran;12400000;G;15514798;0;0;Hot;0;26788957;76501200;61780151
Kepler-68 c;96051000;57930000;90709353;90709353;90709353;90709356;18855671;94407263;Terran;12400000;G;15514798;0;0;Hot;0;12299984;20404558;90709353
Kepler-1584 b;13399710;60690000;11394730;11394730;11394730;11394731;11953800;84240591;Superterran;11300000;F;15520799;0;0;Hot;0;16142400;32372384;11394730
Kepler-1019 b;14112299;44330000;21857847;21857847;21857847;21857848;32509807;10818038;Terran;67000000;K;15532064;0;0;Hot;0;14573000;27211983;21857847
Kepler-1536 b;36475803;44340000;89111198;89111198;89111198;89111200;19577465;16946656;Neptunian;67000000;K;15546084;0;0;Cold;0;31388000;10011282;89111198
Kepler-1416 b;14951495;60190000;26329430;26329430;26329430;26329431;22433590;17533540;Terran;11500000;F;15551837;0;0;Hot;0;88559000;62873346;26329430
WASP-59 b;79195850;46500000;70048500;62730000;76670000;69787418;32246084;60596338;Jovian;61000000;K;15586914;0;0;Hot;0;86877500;27428557;69700000
HD 212771 b;38070000;50030000;11934367;10995600;12804400;11908610;11040681;46389785;Jovian;52700000;G;15589489;0;0;Hot;0;13248847;75960893;11900000
Kepler-560 b;18477644;35560000;95448023;95448023;95448023;95448025;17124964;29144213;Superterran;33000000;M;15601399;0;0;Hot;0;17151300;35881927;95448023
Kepler-1351 b;91614077;44390000;16387663;16387663;16387663;16387663;58149339;12510685;Subterran;67000000;K;15616325;0;0;Hot;0;65018000;20771421;16387663
GJ 357 c;91247000;35050000;61000000;61000000;61000000;61000002;42008667;36473684;Terran;34000000;M;15631425;0;0;Hot;0;16617796;34007596;61000000
GJ 357 b;39307200;35050000;35000000;35000000;35000000;35000001;12760347;48151579;Terran;34000000;M;15631425;0;0;Hot;0;12218900;18402241;35000000
WASP-95 b;21846700;58300000;37372406;37372406;37372406;37372407;11211687;14742212;Jovian;12300000;G;15659327;0;0;Hot;0;13788300;45767232;37372406
HAT-P-1 b;44652998;59800000;55610000;55610000;55610000;55610001;50717673;12090235;Jovian;11700000;G;15684299;0;0;Hot;0;14785990;16685970;55610000
HD 68988 b;62771100;59320000;70504000;61600000;78400000;70126602;32295403;10770858;Jovian;11900000;G;15710396;0;0;Hot;0;13361988;62612117;70000000
Kepler-204 c;25660593;58120000;17300000;17300000;17300000;17300000;52522118;68585209;Superterran;12400000;G;15719345;0;0;Hot;0;17936000;38713410;17300000
Kepler-204 b;14400974;58120000;11700000;11700000;11700000;11700000;11483194;83398951;Neptunian;12400000;G;15719345;0;0;Hot;0;25334600;69584217;11700000
Kepler-628 b;15458057;57210000;12141700;12141700;12141700;12141700;10666880;81875555;Jovian;12800000;G;15725207;0;0;Hot;0;83962900;53210457;12141700
Kepler-1025 b;37322949;60890000;22488943;22488943;22488943;22488943;31095056;60161374;Superterran;11300000;F;15726404;0;0;Hot;0;19841700;45953145;22488943
Kepler-158 c;28551383;46230000;15800000;15800000;15800000;15800000;63016376;40365308;Superterran;62000000;K;15731408;0;0;Hot;0;19057000;42910395;15800000
Kepler-158 b;16709184;46230000;11100000;11100000;11100000;11100000;12767964;48158763;Superterran;62000000;K;15731408;0;0;Hot;0;21186900;51366839;11100000
Kepler-1189 b;37885898;60120000;49234432;49234432;49234432;49234434;64974454;12862653;Superterran;11600000;F;15749998;0;0;Hot;0;17711800;37895405;49234432
K2-245 b;11893070;57930000;95900000;95900000;95900000;95900002;17142951;92186283;Neptunian;12500000;G;15766046;0;0;Hot;0;43382700;17342810;95900000
Kepler-956 b;52486726;60400000;61001443;61001443;61001443;61001444;42379114;11559336;Neptunian;11500000;F;15770014;0;0;Hot;0;30042800;92937756;61001443
HD 159243 c;24840000;61230000;80225000;74000000;86000000;80056366;24752932;31922170;Jovian;11200000;G;15797259;0;0;Hot;0;13383276;60387321;80000000
HD 159243 b;12620000;61230000;11002200;10780000;11220000;11000550;13058198;86115860;Jovian;11200000;G;15797259;0;0;Hot;0;13692797;35914564;11000000
HD 4732 b;36020000;49590000;12000555;10353000;13447000;11925281;11252780;46512936;Jovian;54000000;K;15799837;0;0;Hot;0;13253747;75325237;11900000
HAT-P-70 b;27443245;84500000;47390000;47390000;47390000;47390001;70366825;23333877;Jovian;18600000;A;15803067;0;0;Hot;0;20962700;21548739;47390000
HATS-24 b;13484978;61250000;23800000;23800000;23800000;23800001;27925127;18520116;Jovian;11200000;F;15817909;0;0;Hot;0;15637950;71829129;23800000
Kepler-58 d;40101371;60990000;23600000;23600000;23600000;23600001;28422093;58824592;Neptunian;11300000;F;15829969;0;0;Hot;0;29370200;89432821;23600000
HD 2039 b;11200000;59450000;27545100;63800000;37620000;23693341;46499426;18570742;Jovian;11900000;G;15848567;0;0;Cold;0;12696587;19991381;22000000
Kepler-1180 b;16860129;60770000;13240132;13240132;13240132;13240132;90587997;78598195;Superterran;11400000;F;15880175;0;0;Hot;0;19953800;46394796;13240132
Kepler-1212 b;12941301;60510000;11133347;11133347;11133347;11133348;12815673;85719625;Superterran;11500000;F;15885209;0;0;Hot;0;21411100;52293105;11133347
K2-239 d;10115000;34200000;68500000;68500000;68500000;68500002;33854541;34558043;Terran;36000000;M;15885397;0;0;Hot;0;10985800;13612778;68500000
K2-239 c;77750000;34200000;57600000;57600000;57600000;57600001;47879886;37686273;Terran;36000000;M;15885397;0;0;Hot;0;99769000;96382171;57600000
K2-239 b;52400000;34200000;44100000;44100000;44100000;44100001;81680971;43070026;Terran;36000000;M;15885397;0;0;Hot;0;10985800;13612778;44100000
WASP-123 b;29776412;57400000;42630000;42630000;42630000;42630001;87685037;13863608;Jovian;12800000;G;15935150;0;0;Hot;0;14774780;28572737;42630000
K2-280 b;19895202;57420000;14880000;14880000;14880000;14880000;72070158;74230738;Jovian;12800000;G;15957371;0;0;Hot;0;76676400;45610023;14880000
Kepler-1568 b;20925392;59560000;15290938;15290938;15290938;15290939;68286218;73236600;Terran;11900000;G;15966191;0;0;Hot;0;13003600;22425611;15290938
Kepler-1403 b;51949220;60600000;60767295;60767295;60767295;60767296;43274795;11619934;Superterran;11500000;F;15979928;0;0;Hot;0;21411100;52293105;60767295
Kepler-1193 b;28326521;59080000;40189533;40189533;40189533;40189534;98945354;14288734;Terran;12100000;G;15981640;0;0;Hot;0;13227800;23086002;40189533
Kepler-529 b;19803577;60870000;31559726;31559726;31559726;31559727;16048894;16125240;Superterran;11400000;F;15984960;0;0;Hot;0;18608600;41210313;31559726
Kepler-529 c;12834502;60870000;10970426;10970426;10970426;10970427;13282033;86489034;Superterran;11400000;F;15984960;0;0;Hot;0;19953800;46394796;10970426
Kepler-134 b;53174290;59830000;60000000;60000000;60000000;60000002;44404417;11695033;Superterran;11800000;G;15985590;0;0;Hot;0;19953800;46394796;60000000
Kepler-134 c;10105785;59830000;92000000;92000000;92000000;92000002;18886567;94445912;Terran;11800000;G;15985590;0;0;Hot;0;12555200;21128564;92000000
K2-136 d;25575065;44990000;15513150;13211833;17513361;15400481;68424174;41052338;Terran;66000000;K;15989706;0;0;Hot;0;14460900;26857550;15362597
K2-136 c;17307137;44990000;11941476;10302032;13380800;11866572;11500968;46767310;Neptunian;66000000;K;15989706;0;0;Hot;0;29146000;88276834;11841416
K2-136 b;79752920;44990000;70998731;63580953;77710054;70734107;32199850;60574606;Terran;66000000;K;15989706;0;0;Hot;0;98648000;92556667;70645503
Kepler-323 c;35538220;59870000;46000000;46000000;46000000;46000001;75748499;13365599;Superterran;11800000;G;16028382;0;0;Hot;0;16254500;32754986;46000000
Kepler-323 b;16783270;59870000;28000000;28000000;28000000;28000001;20444365;17131221;Terran;11800000;G;16028382;0;0;Hot;0;14348800;26505029;28000000
HD 170469 b;11450000;58420000;22535520;19936000;24864000;22434016;32175529;19144144;Jovian;12400000;G;16046423;0;0;Cold;0;14020635;20976648;22400000
Kepler-913 b;10296725;46870000;79388176;79388176;79388176;79388178;25527982;57266288;Superterran;61000000;K;16088966;0;0;Hot;0;20626400;49081044;79388176
Kepler-1385 b;28887986;57320000;41580242;41580242;41580242;41580243;93093376;14072608;Terran;12900000;G;16095067;0;0;Hot;0;85196000;54727185;41580242
Kepler-1111 b;87961786;60770000;86066963;86066963;86066963;86066966;21815658;97912240;Superterran;11500000;F;16159997;0;0;Hot;0;19953800;46394796;86066963
Kepler-1022 b;10994699;44450000;86308036;86308036;86308036;86308038;21711562;54994300;Superterran;68000000;K;16173110;0;0;Hot;0;23653100;61925912;86308036
Kepler-784 b;31592265;56740000;19553751;19553751;19553751;19553751;42318833;64979794;Superterran;13200000;G;16180571;0;0;Hot;0;15806100;31235690;19553751
Kepler-826 b;44875891;60790000;54106325;54106325;54106325;54106327;55273482;12353048;Terran;11500000;F;16181281;0;0;Hot;0;12555200;21128564;54106325
Kepler-1590 b;76176080;60530000;78432543;78432543;78432543;78432545;26308417;10260502;Terran;11600000;F;16184054;0;0;Hot;0;11434200;15711567;78432543
K2-188 c;78102530;59770000;78500000;78500000;78500000;78500002;26277030;10257440;Neptunian;11900000;G;16192563;0;0;Hot;0;28249200;83714933;78500000
K2-188 b;17421690;59770000;28900000;28900000;28900000;28900001;19387415;16905378;Terran;11900000;G;16192563;0;0;Hot;0;13452000;23754251;28900000
Kepler-132 c;64149140;60030000;68000000;68000000;68000000;68000002;35035491;11022293;Terran;11800000;F;16200411;0;0;Hot;0;12779400;21773119;68000000
Kepler-132 b;61781960;60030000;67000000;67000000;67000000;67000002;36089131;11104245;Terran;11800000;F;16200411;0;0;Hot;0;12106800;19283813;67000000
Kepler-132 d;18010199;60030000;13600000;13600000;13600000;13600000;87588728;77939383;Superterran;11800000;F;16200411;0;0;Hot;0;15469800;30115750;13600000
Kepler-359 d;77095691;62480000;37200000;37200000;37200000;37200001;11722489;47141117;Neptunian;10900000;F;16222050;0;0;Hot;0;40131800;15194508;37200000
Kepler-359 c;57688020;62480000;30700000;30700000;30700000;30700001;17211906;51892208;Neptunian;10900000;F;16222050;0;0;Hot;0;43046400;17115175;30700000
Kepler-359 b;25563222;62480000;17800000;17800000;17800000;17800000;51199500;68149291;Neptunian;10900000;F;16222050;0;0;Hot;0;35311500;12227455;17800000
HIP 97233 b;10588000;50200000;30244275;99450000;41055000;26863313;31489113;31196914;Jovian;53400000;K;16225049;0;0;Hot;0;12066526;63565601;25500000
Kepler-84 d;42245370;60310000;52000000;52000000;52000000;52000001;60008255;12609494;Terran;11700000;F;16226232;0;0;Hot;0;13788300;24771268;52000000
Kepler-84 f;44552169;60310000;25000000;25000000;25000000;25000001;25961971;57508141;Superterran;11700000;F;16226232;0;0;Hot;0;21971600;54638433;25000000
Kepler-84 e;27434389;60310000;18100000;18100000;18100000;18100000;49529111;67586513;Neptunian;11700000;F;16226232;0;0;Hot;0;26007200;72749643;18100000
TYC 3318-01333-1 b;56200000;47760000;14207900;12754280;15525720;14157029;81554266;42975540;Jovian;59000000;K;16227437;0;0;Hot;0;13041587;10869718;14140000
Kepler-142 c;47617020;57900000;57000000;57000000;57000000;57000001;49987410;12046477;Neptunian;12700000;G;16240909;0;0;Hot;0;28585500;85413990;57000000
Kepler-142 b;20241520;57900000;32000000;32000000;32000000;32000001;15860263;16077648;Superterran;12700000;G;16240909;0;0;Hot;0;19953800;46394796;32000000
Kepler-142 d;41809118;57900000;24200000;24200000;24200000;24200001;27731899;58464173;Superterran;12700000;G;16240909;0;0;Hot;0;21635300;53226161;24200000
Kepler-661 b;60293013;44830000;57551091;57551091;57551091;57551092;49046282;67421193;Neptunian;67000000;K;16244757;0;0;Hot;0;30715400;96497879;57551091
